id	japanese	translation
TROOP82_p4_37	まずい！！　ウィン離れろ！！	Danger!! Win, get away!!
TROOP82_p4_5	なんだ、降参か？	What, surrendering?
TROOP82_p4_6	悪いが、受け入れられないぞ。	Sorry, but I won't accept that.
TROOP82_p4_9	ピケピケが言っていた…	Pikepike said...
TROOP83_p0_10	う…ぐぐぐがガガガァァ……！！	Ugh... grrrgh...!!
TROOP83_p0_13	オマエらも一緒に飲み込まれろォォォ…ッ！！	You lot get swallowed up too—!!
TROOP83_p0_16	ウィン！　立て直すぞ！！	Win! Let's regroup!!
TROOP83_p0_17	魔法、アイテム…使い尽くすつもりで行け！	Use up every spell and item you have!
TROOP83_p0_2	グググダダダハハハハーーッ……！！！	Grrrrgahahaha—......!!!
TROOP83_p0_23	　　　　　　　　　ウィンはうなずいた！	Win nodded!
TROOP83_p0_5	流れ込んでくるゾオオオオオゥゥゥゥ……	It's flooding in—......
TROOP83_p0_6	とてつもないパワーガアアァァァ……	An incredible power—......
TROOP83_p0_9	飲み込まれる…飲み込まれてしまう……	Swallowed up... I'm being swallowed up......
TROOP83_p10_10	いイイイィィやぁぁぁだあああぁーーッ！！！	N-NOooo—!!!
TROOP83_p10_13	ダフィール！！　	Dafill!!
TROOP83_p10_14	まだ俺の声が聞こえているなら…	If you can still hear my voice...
TROOP83_p10_17	老いぼれや無能の先輩がたなど無視して…	ignore those old and useless predecessors...
TROOP83_p10_18	俺たちとのバトルに集中しろ…！！	and focus on our battle...!!
TROOP83_p10_2	ウウゥゥ…グガガアァァァーー…ッ！！！！	Uugh... grrraaah—!!!!
TROOP83_p10_21	…な…にぃ…？	...Wh-What...?
TROOP83_p10_22	赤い…の………？	The... red one......?
TROOP83_p10_25	何よりも自分を失いたくないと思う気持ち…	That wish to never lose yourself above all...
TROOP83_p10_26	それは、お前の誇りだ…プライドだ。	that is your pride.
TROOP83_p10_29	…誇り…　ボクの…？	...Pride... Mine...?
TROOP83_p10_32	ムダなまでにバカデカい、オマエのその誇り…	Your pride, absurdly and stupidly huge...
TROOP83_p10_33	…それは誰にも消せん！！	...No one can erase that!!
TROOP83_p10_34	自分ですら持て余しているくせに…	You can't even handle yourself...
TROOP83_p10_37	これだけ極限の状況ですら…	and in this extreme situation, even now...
TROOP83_p10_38	仲間の思いよりも、自分の都合を捨てられん…	you can't set aside your own convenience for your comrades' sake...
TROOP83_p10_39	何て自己中、ナルシストだ…	What a selfish narcissist...
TROOP83_p10_42	お…オマエに言われたくねーーーーーーー！！	Y-You're one to talk—!!
TROOP83_p10_45	なら腹をくくれと言ってるんだ…。	Then I'm telling you to steel yourself...
TROOP83_p10_46	くくれず、外野を無視できないままなら、	If you can't, and can't ignore the sidelines,
TROOP83_p10_47	結局お前はその程度だということだ！！	then that's all you amount to!!
TROOP83_p10_5	このまま全て闇のエレメントに飲み込まれ…	To be swallowed by the Dark Element whole...
TROOP83_p10_50	…偉そうに…オマエ……	...So high and mighty... you...
TROOP83_p10_51	ボクの兄ちゃんみたいなコト言いやがってェ…	sounding just like my big brother...
TROOP83_p10_54	フン、四天王にも兄弟がいるとはな…。	Hmph, so even a Four General has a brother...
TROOP83_p10_57	…ボクだって元々はヒトの子だ…	...I was a human child once, too...
TROOP83_p10_58	好きで四天王になった奴なんて………	Who'd ever choose to become a Four General......
TROOP83_p10_6	オマエらにも飲み込まれて………	You'll be swallowed too......
TROOP83_p10_61	いないンだよォォオオーー…ッ！！！！！	I refuse—!!!!!
TROOP83_p10_64	………そうかい。	.........Is that so.
TROOP83_p10_7	消えてしまうなんてイヤだ………	I don't want to vanish......
TROOP83_p11_11	…それでも兄がいたことといい、	...Yet the fact that you had a brother,
TROOP83_p11_12	その自己中な性格といい…、	and that selfish personality of yours...
TROOP83_p11_13	それは人間の頃から変わらないんだろうが…？	those haven't changed since you were human, have they...?
TROOP83_p11_16	…なら、お前にも他の四天王と同じように…	...Then like the other Generals, you too...
TROOP83_p11_17	お前なりの歴史や感情があるってことだ…	have your own history and feelings...
TROOP83_p11_18	なのになぜ、まだ他の四天王に気兼ねする？	So why are you still deferring to the other Generals?
TROOP83_p11_2	お前にも兄がいたらしい…	You apparently had a brother...
TROOP83_p11_21	この戦いは、もうお前の戦いだ…	This battle is already yours...
TROOP83_p11_22	お前だけの都合で、好きなケジメの付け方して	You can end things however you please—
TROOP83_p11_23	いいだろうが…！！	that's your right...!!
TROOP83_p11_26	……ッ	......Hmph
TROOP83_p11_3	しかも以前は人間だったとはな…	And to think you were once human...
TROOP83_p11_6	…もう殆ど覚えちゃいない………ッ！！	...I barely remember any of it......!!
TROOP83_p11_7	強い闇のエレメントパワー自体が元々人間を	The very nature of raw Dark Elemental Power is
TROOP83_p11_8	蝕むものだからなァァーーーッ！！！！	to corrode humans from the start—!!!!
TROOP83_p1_10	出来るのか…！？	Can he do it...!?
TROOP83_p1_2	うう…おおオオオォォー…！！！！	Ugh... oooooh...!!!!
TROOP83_p1_5	流れ込んでくる…！！	It's flooding in...!!
TROOP83_p1_6	この力はァァァ…　ミケェェネかあァァ…！！	This power... it's Mycenae's...!!
TROOP83_p1_9	…こいつ、他の四天王の力を吸収することも	...This one can absorb the other Generals'
TROOP83_p2_10	感情…なのかァァァ……	power—and their emotions too...
TROOP83_p2_11	ううおおああアァァー…！！！！	Uuughaaah...!!!!
TROOP83_p2_12	入って来るなァーーーーーッ…！！！！	Stay out—!!!!
TROOP83_p2_15	…フン、どうやら四天王の力だけでなく、	...Hmph, it seems he absorbs not just the power,
TROOP83_p2_16	その人格も吸収してしまうようだな…	but the personalities of the Generals too...
TROOP83_p2_19	そんな連中の人格までをも吸収してしまって、	Having absorbed even their personas, can a brat
TROOP83_p2_2	ううおおああアァァー…！！！！	Uuughaaah...!!!!
TROOP83_p2_20	果たしてキサマのようなガキンチョが自分を	like you possibly keep yourself intact...?
TROOP83_p2_21	保てるか…　見ものだな、ダフィール…！！	This will be worth watching, Dafill...!!
TROOP83_p2_24	グググゥゥ………オオアアァァ…ッ！！！	Grrrgh... ooaaah...!!!
TROOP83_p2_3	やめろ！！　入って来るなァッ…！！	Stop!! Stay out—!!
TROOP83_p2_6	ミィィケェェネェー………	Myyceeenaee......
TROOP83_p2_7	これはオマエのキオクなのかぁぁ……	Are these your memories...?
TROOP83_p3_11	早くも自分を失いかけているようだな…	He's already starting to lose himself...
TROOP83_p3_12	ダフィール…！！	Dafill...!!
TROOP83_p3_15	それがキサマの弱さだ…	That is your weakness...
TROOP83_p3_16	どれだけ強大な力を手にしようと…	No matter how vast the power you grasp...
TROOP83_p3_17	内に強さを持たないものに、その力は扱えん！！	power cannot be wielded by one who lacks inner strength!!
TROOP83_p3_2	ミケーネぶりざーどおお…はああああ	Mycenae Blizzzard... haaaaa
TROOP83_p3_20	ググガガガ…ガガアアァァーッ！！！！	Grrrgh... rraaah!!!!
TROOP83_p3_21	オマエも黙れえええェェェーーッ…！！！！	You shut up too—!!!!
TROOP83_p3_3	効かない…効かない…！！！！	It won't work... it won't work...!!!!
TROOP83_p3_4	そんなコト分かってるよ…！！！！！	I know that...!!!!!
TROOP83_p3_7	うるさあああああいいイイィィッ！！！！	Shut UUUUUP!!!!
TROOP83_p3_8	黙れレレエエェェェーーーーッ！！！！！	SILENCE!!!!!!
TROOP83_p4_12	　大魔王ダフィールの攻撃力とぼうぎょ力がアップした！！	Great Demon King Dafill's attack and defense increase!!
TROOP83_p4_15	　　　　　　　　さらに反撃確率もアップ！！	His counter rate rises further!!
TROOP83_p4_16	　　　　　　ダフィ－ルの構えにスキがなくなった！！	Dafill's stance becomes flawless!!
TROOP83_p4_20	力だけェェェ…　力だけ寄こせェェ…！！	Power only... just give me power...!!
TROOP83_p4_21	オマエらの…こんなフクザツでカイキな……	Your... convoluted, twisted......
TROOP83_p4_24	ややこしい感情と歴史はいらない…ッ！！	messy emotions and history—I don't want them!!
TROOP83_p4_25	チカラだけをヨコセェェェー……ッ！！！！	JUST GIVE ME POWER—......!!!!
TROOP83_p4_28	自分にすべてを託して散っていった仲間の、	The comrades who gave you everything and fell...
TROOP83_p4_29	その思い…その重さ…　すべて拒否するか…	their feelings, their weight... you'd reject it all...
TROOP83_p4_32	…ヘドが出るほどのガキンチョだな…。	...You're a brat sickening enough to make one retch...
TROOP83_p4_33	まるで、俺みたいだぜ…！	Just like me...!
TROOP83_p4_8	なんでいまボクは黙ったァァ……！！	Why did I go quiet just now...!!
TROOP83_p4_9	オマエだな……ヌヌアアアウウゥゥゥー…！！	It's you—...!!
TROOP83_p5_10	そして…　めちゃくちゃ難解な感情なんだ…	And... these feelings are impossibly complex...
TROOP83_p5_16	　　　　ダフィールから猛烈な闇の波動を感じる！！	A violent wave of Dark energy emanates from Dafill!!
TROOP83_p5_17	　　　　　　　ダフィールの魔力が暴走した！！	Dafill's magic runs wild!!
TROOP83_p5_2	グガガダダガハハハァァァー……ッ！！！！	Grrrrgahahaha—......!!!!
TROOP83_p5_20	ピ…ケ…ピ…ケエエェェーー……ッ！！！！	Pi... ke... Pi... keeee......!!!!
TROOP83_p5_23	クッ…！！	Hmph...!!
TROOP83_p5_24	なんだ…気圧される…！！	What... I'm being overwhelmed...!!
TROOP83_p5_25	ウィン…これがあのピ何とかの力なのか…！？	Win... so this is that Pi-whatever's power...!?
TROOP83_p5_31	逆らうな…　逆らってはならんンンのだぁ…	Don't resist... you must not resist......
TROOP83_p5_32	闇の力の奔流からからァァ……！！！！	from the surging torrent of Dark power......!!!!
TROOP83_p5_35	闇のエレメントに完全に身を任せねバァァ…	Only by surrendering wholly to the Dark Element......
TROOP83_p5_36	真の大魔王に…は…ワワァァ……ァ………	can one... become the true Great Demon King......
TROOP83_p5_39	ウウうおおおああああぁぁーー……ッ！！！！	Uuughaaaaah—......!!!!
TROOP83_p5_40	ボクはダフィールだァァァァ……！！！！	I am Dafill—......!!!!
TROOP83_p5_43	どうもこの辺りからが本番らしい…	It seems the real fight starts around here...
TROOP83_p5_44	ウィン、死ぬなよ！！	Win, don't die!!
TROOP83_p5_5	コノ…チカラは………ッ！！	This... power......!!
TROOP83_p5_50	　　　　　　　　　ウィンはうなずいた！	Win nodded!
TROOP83_p5_6	うう…グフ…ガ…ァァ…ああああああ！！！	Ugh... grh... gaah... aaaah!!!
TROOP83_p5_9	なんて凄まじい魔力…　膨大な知識…	What immense magic... vast knowledge...
TROOP83_p6_14	いまの奴にはスキが殆どないから、	He has almost no openings right now, so
TROOP83_p6_15	大ダメージを与えるのが難しい…	dealing heavy damage will be hard...
TROOP83_p6_16	そこで奴にスキを作る作戦だ。	So here's the plan to create an opening.
TROOP83_p6_19	お前のカマイタチで奴の足を攻撃した瞬間に、	The moment your Kamaitachi strikes his feet,
TROOP83_p6_2	ググルルううおおおあああぁぁぁぁ……！！	Grrrluuughaaah......!!
TROOP83_p6_20	俺がフェイント攻撃をしかける…。	I'll follow with a Feint Thrust...
TROOP83_p6_23	うまくいけば、奴のぼうぎょと素早さを同時に	If it works, we can lower his defense and agility
TROOP83_p6_24	ダウンさせることができるだろう…どうだ？	at the same time... what do you think?
TROOP83_p6_3	負けねえゾ……　ゼッテーェェ……	I won't lose...... not a chance......
TROOP83_p6_32	　　　　　ウィンとピピンはカマカゼを編み出した！	Win and Pipin create Kamakaze!
TROOP83_p6_4	負けねえぞおおおおおおまえらあああ！！！！	I won't lose to you—!!!!
TROOP83_p6_7	…ウィン、俺にちょっとした考えがある。	...Win, I've got an idea.
TROOP83_p6_8	お前の魔法と俺のスキルを組み合わせた攻撃だ	A combined attack of your magic and my skill.
TROOP83_p7_14	普通にやったんじゃうまくいかない。	It won't work if we do it normally.
TROOP83_p7_15	俺が丸焦げになるか、よくても雷の力が	I'd end up charred, or at best the lightning
TROOP83_p7_16	地面に逃げてしまうからな…。	would escape into the ground...
TROOP83_p7_19	そこでだ…　俺のスキル、浮雲渡りだ。	So... I use my skill, Walking on Clouds.
TROOP83_p7_2	己をぉぉ…滅っせぇぇェェ…	Destroy yourself......
TROOP83_p7_20	俺が宙に浮いている間に、オマエが俺の剣に	While I'm airborne, you drop your Thunderclap
TROOP83_p7_21	イカヅチを落とす…	onto my sword...
TROOP83_p7_24	そして着地するまでの間に俺が攻撃すれば…	Then if I attack before I land...
TROOP83_p7_25	全ての雷のパワーがアイツに伝わる。	all the lightning's power transfers to him.
TROOP83_p7_26	想像もつかん威力になるだろう…	The force would be unimaginable...
TROOP83_p7_29	どちらかがタイミングをミスれば、	If either of us mistimes it,
TROOP83_p7_3	さもなくばァ…　敗れゥゥ……ううああ！！	or else... we lose...... ugh!!
TROOP83_p7_30	俺は丸焦げになるが…、どうだ、やれるか？	I'd be roasted, but... can you do it?
TROOP83_p7_36	　　　　　ウィンとピピンはイヅナを編み出した！！	Win and Pipin create Izuna!!
TROOP83_p7_4	黙れェェナウゥゥーーッ…！！！！	Silence, Nau—!!!!
TROOP83_p7_7	ウィン…お前のイカヅチを俺の剣に落とす技を	Win... I've been thinking of a move where you
TROOP83_p7_8	考えていたんだが…	drop your Thunderclap on my sword...
TROOP83_p8_10	己が無くなるのォォーーーッ！！	My very self vanishing—!!
TROOP83_p8_11	己が無視されるのォォォーーーッ！！！	Being utterly ignored—!!!
TROOP83_p8_12	ググガガうぅおぉあぁーーー……ッ！！！！	Grrrgh—......!!!!
TROOP83_p8_15	ウィン、気付いているか？	Win, have you noticed?
TROOP83_p8_16	アイツはもう、俺たちを見ていない…	He's not even looking at us anymore...
TROOP83_p8_17	見えていない…！！	He can't see us...!!
TROOP83_p8_2	恐れるかァァ…怯えるかァァ……！！！！	Does it fear...? Does it tremble......!!!!
TROOP83_p8_20	いまなら…	Now is our chance...
TROOP83_p8_21	俺の魔法を相殺されずに発動できるだろう…	I can cast my magic without it being canceled...
TROOP83_p8_22	そこでだ…	So here's the plan...
TROOP83_p8_25	不意を突いて俺がアイツを水浸しにする…	I'll catch him off guard and soak him with water...
TROOP83_p8_26	そこにお前のイカヅチを落とせ。	Then you drop your Thunderclap on him.
TROOP83_p8_3	真実がァァ…歴史がァァ…	The truth... history......
TROOP83_p8_32	辺り一面水浸しだ、逃れる術はない…。	Everything's drenched—there's no escape...
TROOP83_p8_33	しかも雷のパワーは地面に分散せず、	And the lightning won't disperse into the ground,
TROOP83_p8_34	びしょ濡れの奴に集中するってわけだ。	it'll concentrate on the soaking-wet target.
TROOP83_p8_37	　　　　ウィンとピピンはミカヅチを編み出した！！	Win and Pipin create Mikazuchi!!
TROOP83_p8_4	失われることよりもォォォ………ッ！！！	More than what would be lost......!!!
TROOP83_p8_7	卑小で卑俗でか弱い己れの消失ォォォ………	The vanishing of this petty, vulgar, fragile self......
TROOP83_p9_10	闇の復活もォォォ………！！！	The Dark's revival......!!!
TROOP83_p9_11	闇の勝利もォォォ………！！！！！	The Dark's victory......!!!!!
TROOP83_p9_12	ボクにはどうでもいいィィィー……ッ！！！！	I don't care about any of it......!!!!
TROOP83_p9_15	フン…　アイツ、仲間のことばに全く従う気が	Hmph... he's got no intention of listening
TROOP83_p9_16	ないみたいだな…。	to his allies...
TROOP83_p9_19	真の意味での闇との一体化…大魔王化には…	True fusion with the Dark... to become the Great Demon King...
TROOP83_p9_2	黙れッェェ…　ピケピケェェ…！！	Silence... Pikepike...!!
TROOP83_p9_20	アイツの自我がジャマなようだ。	His sense of self seems to be in the way.
TROOP83_p9_26	…ちょびっとだけ、哀れだな、アイツ。	...I feel just a tiny bit sorry for him.
TROOP83_p9_3	ナウーゥゥゥ…　ミケェェネェーッ…！！！！	Nauu... Myceenaee...!!!!
TROOP83_p9_6	ボクは消えないッ！！！！	I won't disappear!!!!
TROOP83_p9_7	ボクはまだ何も成していない…ッ！！！！	I haven't accomplished anything yet...!!!!
TROOP84_p0_11	10ターンだ…　うん、そのくらいが限界かな？	Ten turns... yeah, that's about my limit.
TROOP84_p0_12	私は忙しいので10ターンだけ遊んであげます！	I'm busy, so I'll play with you for only ten turns!
TROOP84_p0_15	…ふざけやがって　ウィン、行くぞ！	...You've got nerve. Win, let's go!
TROOP84_p0_2	なんだこいつ…　変身…したのか…！？	What is this... it... transformed...!?
TROOP84_p0_21	　　　　　　　　　　ウィンは頷いた！	Win nodded!
TROOP84_p0_8	ふうううううんんんむううぅぅ……	Hmmmhmmm......
TROOP84_p1_10	こいつ…わざと魔法を使わないようにして…	This guy... deliberately avoiding magic...
TROOP84_p1_11	俺たちと遊んでいるのか…！！	he's toying with us...!!
TROOP84_p1_2	私は魔法使いなのでーーーー	I am a magic user, so—
TROOP84_p1_3	うっかりしてたまに魔法を使っちゃうかも	I might accidentally use magic sometimes—
TROOP84_p1_4	知れないけれど………	I can't be sure, though......
TROOP84_p1_7	おおめにみていただきたい！！！	please look the other way!!!
TROOP84_p2_2	はいはいはい、頑張ってくださいキミたちー	Okay okay, do your best, you lot~
TROOP84_p2_3	そろそろ時間切れだよ？しめきりでーーーーす	Time's almost up, okay? It's the deadline~
TROOP84_p2_6	ウィン…　	Win...
TROOP84_p2_7	10ターン以内にこいつを倒せると思うか…？	Think we can beat him within ten turns...?
TROOP84_p3_10	　　ピケピケの身体から猛烈な闇の波動が放たれる！！	A violent wave of Dark energy bursts from Pikepike!!
TROOP84_p3_2	あ…　ごめん…　ちょっと厳しい…	Ah... sorry... this is a bit tough...
TROOP84_p3_3	魔法使っていいかなああああああ！！！？？	Can I please use magic—!!!??
TROOP84_p4_2	はいはいざんねん、お時間で――――す！！	Okay okay, too bad, time's up—!!
TROOP84_p4_3	あーしんどい、ちょっとはしゃぎ過ぎた…	Ah, tiring... I got a bit too carried away...
TROOP93_p0_2	こいつも人食いの…ドッグ？	This one's a man-eating... dog?
TROOP93_p0_3	ドッグなのか、これは…！？	Is this thing a dog...!?
TROOP93_p0_6	どうもいままでの魔物とは様子が違う…	This one feels different from the monsters so far...
TROOP93_p0_7	ウィン、気を引き締めろよ！	Win, stay sharp!
TROOP94_p0_1	ジャクリーン：	Jacqueline:
TROOP94_p0_2	フゥううゥゥぉぉおおおおおあああッ！！	Fuuuuooooooh!!
TROOP95_p0_10	絶対に勝てねえ！！	There's no way we can win!!
TROOP95_p0_11	卑怯かも知れねえが…	It might be underhanded, but...
TROOP95_p0_13	一回勝たせてもらうぜ！！	let me take this one!!
TROOP95_p0_16	……………（ゆっくり頷いてから武器を構える	.........(It slowly nods, then raises its weapon)
TROOP95_p0_2	くそ…二人で勝ったんじゃ、試練を果たした	Damn... winning with two of us won't count as
TROOP95_p0_3	ことにならなそうだなあ…	clearing the trial...
TROOP95_p0_6	………（困	.........(awkward)
TROOP95_p0_9	とはいえ、オレはコイツにひとりじゃ	Still, I can't beat this guy
TROOP95_p1_2	なんか左手の紋章が光りまくってる…	My left-hand crest is blazing away...
TROOP95_p1_3	いかにも魔法とか使えそうな感じだぜ！	It really looks like it could cast magic!
TROOP95_p1_9	　　　　ウィンの紋章もみどり色に輝いている！	Win's crest glows green as well!
TROOP95_p2_15	　　　　　　　ウィンはホノオに名前を教えた	Win tells Hono his name.
TROOP95_p2_18	オーケー！　ウィンて言うんだな！	Okay! So you're Win!
TROOP95_p2_19	オレはホノオだぜ！　よろしくな！	I'm Hono! Nice to meet you!
TROOP95_p2_2	この鎧のオッサンは意外とすばやいうえに…	This armored geezer's surprisingly fast, and...
TROOP95_p2_22	ウィンのそのハヤテの魔法を使えば、	with your Hayate spell,
TROOP95_p2_23	アイツよりも先に動ける…	we can act before him...
TROOP95_p2_24	つまり…　コレは勝てるぜーーー！！	Which means... we can win—!!
TROOP95_p2_5	こっちを気絶させたり、転ばせてくるから、	He stuns us and knocks us down, so
TROOP95_p2_6	ちっともこっちの番にならねーんだ…	our turns never come...
TROOP95_p2_9	だけどオマエの…　オマエ…	But your... you...
TROOP95_p3_11	　　　　　　ナウーは不思議な構えを取った！	Nau takes a strange stance!
TROOP95_p3_14	　　　　　　ナウーの反撃確率がアップした！	Nau's counter rate increases!
TROOP95_p3_15	　　　　　　ナウーのぼうぎょ力がアップした！	Nau's defense increases!
TROOP95_p3_18	うお！？　なんだソレ…？	Whoa!? What's that...?
TROOP95_p3_19	ま、まあ大丈夫だろ…！！	W-Well, it'll be fine...!!
TROOP95_p4_5	おっ？　もしかして…　いけるか！？	Oh? Could it be... we can do this!?
TROOP9_p0_2	こいつも人食いの…イヌ？　イヌなのか！？	This one's a man-eating... dog? Is it a dog!?
TROOP9_p0_5	どうもいままでの魔物とは様子が違う…	This one feels different from the monsters so far...
TROOP9_p0_6	ウィン、気を引き締めろよ！	Win, stay sharp!
